data_da,data_a,realizzatore,realizzatore_grezzo,committente,partito,valore_grezzo,valore_normalizzato,base_grezza,colonne_risposta,domanda,fonte
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.47,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,FdI / Meloni,27.8,29.17,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,Forza Italia / Tajani,8.8,9.23,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,Lega / Salvini,8.1,8.5,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,PD / Schlein,21.9,22.98,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,M5S / Conte,12.1,12.7,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,AVS / Fratoianni-Bonelli,6.4,6.72,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,Italia Viva / Renzi,2.6,2.73,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,+Europa,1.3,1.36,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,Azione / Calenda,3.2,3.36,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
26/03/2026,26/03/2026,Only Numbers,Only Numbers,Osservatorio Politico ON,Futuro Nazionale / Vannacci,3.1,3.25,95.3,1,intenzioni di voto,sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.5,31.05,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.5,22.63,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.2,12.84,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.8,8.21,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.8,7.16,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.6,6.95,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.4,3.58,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.3,3.47,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.5,2.63,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/03/2026,23/03/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.47,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.4,30.82,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.7,22.75,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.3,12.89,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.0,8.39,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.6,6.92,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.6,6.92,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.5,3.67,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.5,3.67,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.3,2.41,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/03/2026,16/03/2026,Swg,SWG S.p.A.,La7,+Europa,1.5,1.57,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.4,30.75,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.8,22.8,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.0,12.55,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.2,8.58,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.8,7.11,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.8,7.11,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.4,3.56,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.3,3.45,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.4,2.51,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/03/2026,09/03/2026,Swg,SWG S.p.A.,La7,+Europa,1.5,1.57,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.8,31.17,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.6,22.59,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,M5S / Conte,11.7,12.24,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.4,8.79,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.9,7.22,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.6,6.9,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.6,3.77,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.3,3.45,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.2,2.3,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/02/2026,02/03/2026,Swg,SWG S.p.A.,La7,+Europa,1.5,1.57,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.8,31.27,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.9,22.98,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,M5S / Conte,11.5,12.07,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.3,8.71,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.7,7.03,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.6,6.93,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.5,3.67,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.4,3.57,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.2,2.31,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
18/02/2026,23/02/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.47,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.8,31.17,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.0,23.01,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,M5S / Conte,11.8,12.34,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.4,8.79,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.6,6.9,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.4,6.69,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.6,3.77,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.3,3.45,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.3,2.41,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
11/02/2026,16/02/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.46,95.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,30.1,31.52,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.2,23.25,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,M5S / Conte,11.7,12.25,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.4,8.8,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.6,6.91,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.4,6.7,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.3,3.46,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.1,3.25,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.2,2.3,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
04/02/2026,09/02/2026,Swg,SWG S.p.A.,La7,+Europa,1.5,1.57,95.5,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,31.3,32.98,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.5,23.71,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.0,12.64,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.2,8.64,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,7.7,8.11,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.5,6.85,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.1,3.27,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.2,2.32,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/01/2026,02/02/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.48,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,31.2,32.84,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.6,23.79,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.1,12.74,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.2,8.63,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,8.0,8.42,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.6,6.95,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.0,3.16,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.0,2.11,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
21/01/2026,26/01/2026,Swg,SWG S.p.A.,La7,+Europa,1.3,1.37,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,31.1,32.81,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.4,23.63,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.4,13.08,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,8.4,8.86,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,8.0,8.44,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.4,6.75,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,2.8,2.95,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.0,2.11,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
14/01/2026,19/01/2026,Swg,SWG S.p.A.,La7,+Europa,1.3,1.37,94.8,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
07/01/2026,12/01/2026,Swg,SWG s.p.A,La7,FdI / Meloni,30.9,32.39,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
07/01/2026,12/01/2026,Swg,SWG s.p.A,La7,PD / Schlein,22.3,23.38,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
07/01/2026,12/01/2026,Swg,SWG s.p.A,La7,M5S / Conte,12.7,13.31,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
07/01/2026,12/01/2026,Swg,SWG s.p.A,La7,Lega / Salvini,8.3,8.7,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
07/01/2026,12/01/2026,Swg,SWG s.p.A,La7,Forza Italia / Tajani,8.3,8.7,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
07/01/2026,12/01/2026,Swg,SWG s.p.A,La7,AVS / Fratoianni-Bonelli,6.5,6.81,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
07/01/2026,12/01/2026,Swg,SWG s.p.A,La7,Azione / Calenda,2.9,3.04,95.4,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
